t[s]	U[V]	I[A]	Piro1[mA]	Piro2[mA]	Piro1[C]	Piro2[C]
50,450	4,427	6,167	6,567	5,381	1061,190	945,930
50,460	4,425	6,153	6,567	5,380	1061,159	945,921
50,470	4,425	6,152	6,566	5,381	1061,154	945,951
50,480	4,432	6,162	6,566	5,381	1061,129	945,946
50,490	4,431	6,163	6,567	5,380	1061,158	945,889
50,500	4,429	6,144	6,567	5,380	1061,204	945,884
50,510	4,424	6,149	6,567	5,380	1061,170	945,885
50,520	4,425	6,149	6,568	5,380	1061,256	945,913
50,530	4,430	6,155	6,567	5,380	1061,185	945,924
50,540	4,430	6,154	6,567	5,379	1061,197	945,863
50,550	4,431	6,158	6,566	5,380	1061,154	945,883
50,560	4,435	6,148	6,567	5,380	1061,164	945,922
50,570	4,429	6,156	6,566	5,380	1061,155	945,875
50,580	4,433	6,154	6,567	5,380	1061,174	945,918
50,590	4,431	6,148	6,568	5,380	1061,213	945,912
50,600	4,432	6,153	6,567	5,380	1061,174	945,924
50,610	4,434	6,161	6,567	5,380	1061,198	945,911
50,620	4,433	6,154	6,568	5,380	1061,226	945,896
50,630	4,429	6,166	6,568	5,380	1061,257	945,907
50,640	4,427	6,157	6,568	5,380	1061,223	945,906
50,650	4,427	6,161	6,566	5,381	1061,139	945,930
50,660	4,426	6,150	6,566	5,380	1061,144	945,898
50,670	4,428	6,149	6,567	5,381	1061,159	945,952
50,680	4,423	6,155	6,567	5,381	1061,168	945,960
50,690	4,419	6,167	6,567	5,381	1061,200	945,946
50,700	4,425	6,148	6,567	5,381	1061,174	945,957
50,710	4,434	6,158	6,567	5,380	1061,162	945,921
50,720	4,431	6,152	6,567	5,380	1061,192	945,891
50,730	4,437	6,166	6,567	5,380	1061,178	945,907
50,740	4,425	6,160	6,567	5,381	1061,163	945,934
50,750	4,427	6,168	6,566	5,380	1061,138	945,883
50,760	4,428	6,171	6,567	5,381	1061,175	945,938
50,770	4,428	6,162	6,566	5,380	1061,156	945,877
50,780	4,431	6,150	6,567	5,380	1061,164	945,890
50,790	4,440	6,154	6,568	5,380	1061,222	945,927
50,800	4,434	6,155	6,568	5,381	1061,219	945,947
50,810	4,431	6,161	6,568	5,381	1061,247	945,952
50,820	4,429	6,148	6,567	5,381	1061,184	945,947
50,830	4,429	6,159	6,567	5,379	1061,183	945,861
50,840	4,426	6,141	6,567	5,380	1061,175	945,907
50,850	4,433	6,160	6,567	5,380	1061,207	945,927
50,860	4,427	6,148	6,568	5,380	1061,229	945,927
50,870	4,429	6,160	6,566	5,379	1061,151	945,841
50,880	4,429	6,164	6,567	5,380	1061,186	945,884
50,890	4,427	6,165	6,567	5,378	1061,172	945,813
50,900	4,424	6,157	6,568	5,380	1061,214	945,892
50,910	4,432	6,152	6,567	5,381	1061,198	945,931
50,920	4,427	6,138	6,568	5,380	1061,215	945,918
50,930	4,427	6,156	6,567	5,378	1061,161	945,788
50,940	4,432	6,153	6,567	5,380	1061,182	945,908
50,950	4,432	6,153	6,567	5,381	1061,177	945,945
50,960	4,429	6,161	6,567	5,381	1061,194	945,964
50,970	4,429	6,151	6,567	5,380	1061,170	945,892
50,980	4,427	6,156	6,567	5,380	1061,192	945,887
50,990	4,423	6,154	6,566	5,379	1061,123	945,840
51,000	4,426	6,143	6,566	5,380	1061,150	945,884
51,010	4,430	6,156	6,567	5,379	1061,183	945,859
51,020	4,435	6,156	6,567	5,380	1061,182	945,881
51,030	4,439	6,153	6,568	5,381	1061,215	945,938
51,040	4,432	6,155	6,567	5,381	1061,185	945,930
51,050	4,423	6,169	6,567	5,379	1061,172	945,870
51,060	4,424	6,158	6,566	5,379	1061,130	945,859
51,070	4,419	6,174	6,566	5,380	1061,145	945,900
51,080	4,435	6,151	6,567	5,380	1061,197	945,917
51,090	4,440	6,155	6,567	5,381	1061,197	945,944
51,100	4,431	6,156	6,567	5,379	1061,191	945,847
51,110	4,420	6,157	6,568	5,380	1061,223	945,885
51,120	4,421	6,167	6,568	5,379	1061,221	945,872
51,130	4,413	6,160	6,568	5,380	1061,216	945,889
51,140	4,423	6,153	6,567	5,377	1061,206	945,756
51,150	4,434	6,161	6,568	5,381	1061,234	945,955
51,160	4,430	6,153	6,567	5,380	1061,190	945,921
51,170	4,430	6,159	6,568	5,381	1061,226	945,930
51,180	4,420	6,158	6,568	5,379	1061,242	945,819
51,190	4,420	6,162	6,568	5,380	1061,222	945,881
51,200	4,420	6,171	6,568	5,377	1061,235	945,759
51,210	4,430	6,165	6,569	5,380	1061,294	945,889
51,220	4,439	6,153	6,569	5,379	1061,278	945,847
51,230	4,436	6,172	6,566	5,381	1061,111	945,969
51,240	4,420	6,148	6,567	5,378	1061,211	945,802
51,250	4,425	6,148	6,567	5,380	1061,169	945,926
51,260	4,432	6,145	6,567	5,380	1061,211	945,892
51,270	4,433	6,157	6,567	5,379	1061,207	945,860
51,280	4,429	6,152	6,566	5,378	1061,154	945,775
51,290	4,430	6,157	6,566	5,380	1061,137	945,886
51,300	4,430	6,146	6,567	5,379	1061,179	945,850
51,310	4,428	6,151	6,567	5,381	1061,200	945,936
51,320	4,417	6,141	6,567	5,379	1061,206	945,847
51,330	4,425	6,166	6,567	5,380	1061,210	945,886
51,340	4,423	6,150	6,568	5,380	1061,220	945,896
51,350	4,426	6,158	6,567	5,379	1061,177	945,842
51,360	4,431	6,158	6,567	5,379	1061,172	945,852
51,370	4,432	6,160	6,562	5,380	1060,932	945,917
51,380	4,425	6,150	6,563	5,380	1060,959	945,907
51,390	4,426	6,145	6,564	5,378	1061,035	945,789
51,400	4,418	6,158	6,567	5,379	1061,192	945,850
51,410	4,423	6,144	6,566	5,379	1061,129	945,818
51,420	4,425	6,147	6,565	5,379	1061,085	945,867
51,430	4,426	6,155	6,564	5,379	1061,011	945,840
51,440	4,432	6,151	6,563	5,380	1060,973	945,909
51,450	4,440	6,161	6,562	5,377	1060,917	945,762
51,460	4,430	6,162	6,564	5,378	1060,997	945,799
51,470	4,435	6,165	6,566	5,376	1061,146	945,660
51,480	4,430	6,144	6,567	5,378	1061,205	945,763
51,490	4,418	6,141	6,567	5,377	1061,171	945,757
51,500	4,420	6,144	6,566	5,378	1061,144	945,800
51,510	4,423	6,158	6,567	5,376	1061,169	945,696
51,520	4,424	6,158	6,567	5,378	1061,193	945,809
51,530	4,435	6,148	6,567	5,375	1061,173	945,628
51,540	4,439	6,158	6,567	5,378	1061,199	945,810
51,550	4,429	6,168	6,565	5,377	1061,058	945,735
51,560	4,422	6,152	6,563	5,377	1060,967	945,732
51,570	4,421	6,158	6,563	5,375	1060,952	945,631
51,580	4,418	6,142	6,562	5,376	1060,899	945,666
51,590	4,428	6,159	6,562	5,377	1060,902	945,735
51,600	4,439	6,145	6,562	5,376	1060,932	945,685
51,610	4,434	6,161	6,563	5,377	1060,948	945,744
51,620	4,427	6,149	6,561	5,374	1060,852	945,575
51,630	4,431	6,151	6,558	5,374	1060,668	945,590
51,640	4,424	6,156	6,557	5,375	1060,646	945,649
51,650	4,428	6,147	6,558	5,376	1060,675	945,657
51,660	4,431	6,158	6,557	5,373	1060,653	945,537
51,670	4,428	6,157	6,558	5,375	1060,701	945,620
51,680	4,433	6,133	6,558	5,375	1060,695	945,599
51,690	4,435	6,148	6,557	5,375	1060,626	945,600
51,700	4,428	6,147	6,557	5,374	1060,638	945,587
51,710	4,437	6,142	6,557	5,373	1060,662	945,494
51,720	4,427	6,144	6,557	5,373	1060,642	945,539
51,730	4,416	6,159	6,560	5,374	1060,778	945,583
51,740	4,422	6,161	6,557	5,374	1060,660	945,592
51,750	4,423	6,151	6,558	5,373	1060,669	945,538
51,760	4,432	6,147	6,557	5,374	1060,659	945,571
51,770	4,436	6,161	6,556	5,374	1060,592	945,591
51,780	4,440	6,149	6,557	5,374	1060,649	945,572
51,790	4,425	6,166	6,558	5,375	1060,703	945,620
51,800	4,413	6,154	6,554	5,374	1060,495	945,578
51,810	4,420	6,157	6,552	5,373	1060,349	945,509
51,820	4,421	6,148	6,552	5,373	1060,336	945,527
51,830	4,434	6,146	6,552	5,372	1060,349	945,459
51,840	4,452	6,152	6,552	5,371	1060,372	945,408
51,850	4,437	6,154	6,552	5,371	1060,384	945,423
51,860	4,423	6,157	6,552	5,371	1060,336	945,395
51,870	4,420	6,159	6,551	5,371	1060,292	945,414
51,880	4,412	6,147	6,550	5,373	1060,271	945,529
51,890	4,425	6,159	6,547	5,372	1060,089	945,461
51,900	4,448	6,154	6,547	5,371	1060,098	945,402
51,910	4,436	6,166	6,551	5,370	1060,330	945,368
51,920	4,435	6,164	6,552	5,373	1060,381	945,501
51,930	4,432	6,157	6,553	5,370	1060,430	945,351
51,940	4,411	6,142	6,549	5,372	1060,214	945,449
51,950	4,421	6,167	6,550	5,368	1060,239	945,265
51,960	4,429	6,146	6,548	5,372	1060,131	945,440
51,970	4,421	6,151	6,552	5,371	1060,383	945,415
51,980	4,424	6,139	6,551	5,372	1060,328	945,450
51,990	4,432	6,141	6,551	5,371	1060,323	945,405
52,000	4,425	6,150	6,552	5,372	1060,343	945,486
52,010	4,435	6,161	6,552	5,368	1060,343	945,262
52,020	4,433	6,152	6,551	5,371	1060,311	945,384
52,030	4,426	6,147	6,552	5,368	1060,333	945,265
52,040	4,421	6,151	6,552	5,371	1060,368	945,396
52,050	4,417	6,177	6,552	5,370	1060,344	945,337
52,060	4,429	6,161	6,551	5,372	1060,313	945,436
52,070	4,431	6,151	6,552	5,370	1060,356	945,371
52,080	4,432	6,150	6,552	5,372	1060,373	945,458
52,090	4,433	6,155	6,550	5,370	1060,277	945,339
52,100	4,429	6,146	6,551	5,372	1060,327	945,471
52,110	4,432	6,160	6,551	5,371	1060,304	945,411
52,120	4,430	6,146	6,551	5,369	1060,279	945,321
52,130	4,424	6,142	6,552	5,372	1060,359	945,434
52,140	4,430	6,133	6,552	5,372	1060,383	945,484
52,150	4,431	6,153	6,552	5,372	1060,347	945,441
52,160	4,427	6,156	6,552	5,372	1060,352	945,439
52,170	4,429	6,160	6,552	5,373	1060,343	945,515
52,180	4,429	6,140	6,551	5,371	1060,328	945,407
52,190	4,419	6,158	6,552	5,372	1060,350	945,445
52,200	4,424	6,154	6,556	5,370	1060,563	945,351
52,210	4,429	6,166	6,558	5,371	1060,676	945,422
52,220	4,423	6,134	6,556	5,370	1060,556	945,353
52,230	4,438	6,156	6,552	5,373	1060,366	945,521
52,240	4,434	6,152	6,552	5,372	1060,333	945,483
52,250	4,421	6,151	6,552	5,374	1060,354	945,587
52,260	4,422	6,137	6,552	5,370	1060,353	945,367
52,270	4,423	6,160	6,555	5,372	1060,527	945,471
52,280	4,422	6,153	6,558	5,372	1060,665	945,444
52,290	4,429	6,160	6,558	5,373	1060,675	945,488
52,300	4,436	6,142	6,557	5,370	1060,634	945,342
52,310	4,436	6,165	6,557	5,373	1060,645	945,492
52,320	4,430	6,158	6,557	5,373	1060,659	945,488
52,330	4,432	6,163	6,557	5,373	1060,622	945,511
52,340	4,429	6,150	6,557	5,372	1060,650	945,442
52,350	4,426	6,170	6,555	5,372	1060,549	945,464
52,360	4,429	6,151	6,551	5,371	1060,326	945,388
52,370	4,431	6,149	6,551	5,370	1060,331	945,357
52,380	4,426	6,155	6,551	5,372	1060,301	945,449
52,390	4,422	6,155	6,551	5,373	1060,302	945,494
52,400	4,420	6,149	6,552	5,370	1060,342	945,342
52,410	4,430	6,161	6,552	5,370	1060,343	945,369
52,420	4,428	6,153	6,552	5,373	1060,354	945,501
52,430	4,427	6,155	6,552	5,371	1060,381	945,416
52,440	4,428	6,143	6,552	5,373	1060,337	945,493
52,450	4,431	6,154	6,550	5,371	1060,246	945,384
52,460	4,429	6,141	6,548	5,372	1060,129	945,471
52,470	4,432	6,145	6,551	5,372	1060,282	945,481
52,480	4,430	6,137	6,549	5,373	1060,196	945,511
52,490	4,431	6,157	6,547	5,372	1060,065	945,471
52,500	4,428	6,148	6,550	5,372	1060,243	945,485
52,510	4,430	6,163	6,552	5,368	1060,344	945,265
52,520	4,429	6,142	6,551	5,374	1060,287	945,545
52,530	4,429	6,158	6,546	5,373	1060,040	945,509
52,540	4,432	6,148	6,549	5,373	1060,196	945,509
52,550	4,431	6,153	6,552	5,370	1060,356	945,360
52,560	4,431	6,142	6,551	5,372	1060,309	945,468
52,570	4,432	6,149	6,551	5,370	1060,330	945,348
52,580	4,429	6,149	6,552	5,370	1060,344	945,356
52,590	4,425	6,152	6,552	5,372	1060,358	945,476
52,600	4,424	6,150	6,552	5,371	1060,361	945,399
52,610	4,422	6,170	6,552	5,370	1060,345	945,365
52,620	4,429	6,161	6,552	5,371	1060,336	945,406
52,630	4,433	6,155	6,548	5,371	1060,114	945,400
52,640	4,426	6,142	6,551	5,370	1060,332	945,346
52,650	4,428	6,152	6,552	5,369	1060,362	945,311
52,660	4,428	6,145	6,552	5,370	1060,367	945,348
52,670	4,429	6,153	6,551	5,371	1060,328	945,425
52,680	4,429	6,150	6,552	5,369	1060,375	945,295
52,690	4,429	6,155	6,552	5,369	1060,362	945,298
52,700	4,425	6,144	6,552	5,370	1060,346	945,364
52,710	4,426	6,152	6,552	5,371	1060,361	945,407
52,720	4,427	6,140	6,552	5,369	1060,360	945,288
52,730	4,428	6,153	6,551	5,372	1060,330	945,468
52,740	4,431	6,148	6,551	5,370	1060,327	945,340
52,750	4,438	6,158	6,548	5,369	1060,154	945,284
52,760	4,433	6,152	6,551	5,368	1060,310	945,256
52,770	4,432	6,154	6,552	5,369	1060,356	945,299
52,780	4,427	6,144	6,552	5,369	1060,354	945,281
52,790	4,428	6,162	6,550	5,370	1060,234	945,363
52,800	4,429	6,146	6,549	5,370	1060,195	945,328
52,810	4,429	6,166	6,549	5,368	1060,215	945,267
52,820	4,431	6,148	6,546	5,369	1060,057	945,309
52,830	4,429	6,160	6,548	5,371	1060,158	945,392
52,840	4,429	6,154	6,551	5,369	1060,309	945,295
52,850	4,432	6,146	6,552	5,370	1060,335	945,326
52,860	4,425	6,141	6,546	5,370	1060,040	945,342
52,870	4,427	6,151	6,546	5,371	1060,045	945,408
52,880	4,432	6,156	6,546	5,370	1060,034	945,350
52,890	4,426	6,145	6,546	5,368	1060,020	945,237
52,900	4,433	6,148	6,547	5,370	1060,084	945,335
52,910	4,429	6,153	6,547	5,370	1060,103	945,352
52,920	4,432	6,151	6,549	5,369	1060,168	945,309
52,930	4,425	6,153	6,546	5,368	1060,050	945,261
52,940	4,432	6,140	6,547	5,368	1060,086	945,239
52,950	4,427	6,158	6,548	5,368	1060,158	945,236
52,960	4,431	6,145	6,548	5,368	1060,163	945,218
52,970	4,431	6,158	6,552	5,368	1060,343	945,245
52,980	4,433	6,155	6,552	5,369	1060,338	945,297
52,990	4,432	6,153	6,550	5,368	1060,268	945,234
53,000	4,429	6,137	6,546	5,368	1060,044	945,226
53,010	4,426	6,153	6,547	5,369	1060,063	945,271
53,020	4,421	6,153	6,547	5,368	1060,090	945,256
53,030	4,425	6,149	6,547	5,368	1060,062	945,244
53,040	4,425	6,139	6,548	5,367	1060,160	945,207
53,050	4,428	6,152	6,548	5,368	1060,152	945,253
53,060	4,424	6,158	6,549	5,368	1060,184	945,243
53,070	4,419	6,164	6,549	5,368	1060,186	945,224
53,080	4,424	6,151	6,552	5,368	1060,377	945,244
53,090	4,428	6,146	6,548	5,368	1060,156	945,256
53,100	4,427	6,129	6,547	5,369	1060,069	945,277
53,110	4,426	6,147	6,547	5,368	1060,100	945,247
53,120	4,432	6,154	6,546	5,369	1060,055	945,279
53,130	4,429	6,145	6,547	5,370	1060,074	945,339
53,140	4,424	6,141	6,547	5,369	1060,060	945,302
53,150	4,425	6,161	6,546	5,367	1060,053	945,201
53,160	4,427	6,145	6,546	5,368	1060,053	945,238
53,170	4,434	6,160	6,550	5,369	1060,247	945,318
53,180	4,430	6,139	6,552	5,369	1060,369	945,307
53,190	4,432	6,162	6,551	5,368	1060,305	945,213
53,200	4,431	6,138	6,546	5,368	1060,045	945,238
53,210	4,433	6,151	6,547	5,369	1060,075	945,275
53,220	4,432	6,140	6,546	5,368	1060,019	945,267
53,230	4,426	6,159	6,546	5,368	1060,046	945,246
53,240	4,426	6,156	6,547	5,368	1060,075	945,252
53,250	4,428	6,167	6,547	5,369	1060,071	945,275
53,260	4,423	6,161	6,546	5,369	1060,018	945,275
53,270	4,427	6,154	6,545	5,367	1059,994	945,198
53,280	4,426	6,151	6,546	5,368	1060,026	945,245
53,290	4,425	6,161	6,547	5,368	1060,059	945,250
53,300	4,429	6,152	6,546	5,368	1060,018	945,232
53,310	4,426	6,148	6,549	5,368	1060,216	945,248
53,320	4,434	6,132	6,547	5,368	1060,072	945,237
53,330	4,428	6,160	6,546	5,368	1060,022	945,220
53,340	4,428	6,154	6,546	5,368	1060,026	945,238
53,350	4,428	6,151	6,546	5,369	1060,040	945,268
53,360	4,427	6,152	6,546	5,368	1060,022	945,227
53,370	4,422	6,161	6,545	5,368	1059,974	945,260
53,380	4,428	6,139	6,546	5,368	1060,003	945,235
53,390	4,435	6,148	6,546	5,368	1060,019	945,235
53,400	4,430	6,140	6,546	5,368	1060,016	945,226
53,410	4,432	6,167	6,546	5,368	1060,011	945,214
53,420	4,432	6,152	6,544	5,369	1059,901	945,275
53,430	4,435	6,153	6,541	5,369	1059,735	945,271
53,440	4,429	6,148	6,541	5,368	1059,738	945,247
53,450	4,431	6,158	6,545	5,368	1059,973	945,248
53,460	4,423	6,155	6,541	5,368	1059,753	945,240
53,470	4,426	6,158	6,541	5,369	1059,772	945,268
53,480	4,430	6,153	6,542	5,368	1059,833	945,254
53,490	4,431	6,161	6,546	5,368	1060,024	945,265
53,500	4,430	6,146	6,546	5,368	1060,030	945,241
53,510	4,429	6,147	6,541	5,367	1059,750	945,199
53,520	4,427	6,160	6,541	5,367	1059,771	945,187
53,530	4,428	6,143	6,541	5,367	1059,766	945,199
53,540	4,429	6,151	6,541	5,367	1059,771	945,208
53,550	4,424	6,155	6,541	5,368	1059,756	945,229
53,560	4,430	6,142	6,541	5,368	1059,755	945,222
53,570	4,431	6,153	6,542	5,369	1059,794	945,271
53,580	4,427	6,151	6,541	5,368	1059,733	945,261
53,590	4,435	6,149	6,541	5,369	1059,743	945,289
53,600	4,426	6,156	6,541	5,368	1059,739	945,247
53,610	4,429	6,152	6,541	5,368	1059,774	945,213
53,620	4,431	6,138	6,541	5,368	1059,779	945,247
53,630	4,433	6,142	6,543	5,369	1059,890	945,276
53,640	4,432	6,145	6,541	5,368	1059,764	945,230
53,650	4,432	6,148	6,541	5,369	1059,744	945,277
53,660	4,427	6,145	6,544	5,368	1059,916	945,237
53,670	4,429	6,162	6,545	5,368	1059,963	945,230
53,680	4,426	6,146	6,546	5,368	1060,039	945,249
53,690	4,426	6,156	6,543	5,369	1059,862	945,272
53,700	4,420	6,160	6,540	5,367	1059,706	945,174
53,710	4,429	6,159	6,541	5,369	1059,754	945,278
53,720	4,432	6,142	6,540	5,368	1059,718	945,267
53,730	4,429	6,150	6,541	5,368	1059,746	945,253
53,740	4,431	6,155	6,541	5,368	1059,730	945,252
53,750	4,429	6,150	6,541	5,368	1059,737	945,215
53,760	4,429	6,145	6,541	5,367	1059,752	945,207
53,770	4,429	6,157	6,541	5,368	1059,752	945,234
53,780	4,433	6,142	6,542	5,367	1059,833	945,208
53,790	4,426	6,146	6,542	5,368	1059,817	945,228
53,800	4,434	6,136	6,542	5,367	1059,832	945,187
53,810	4,431	6,159	6,545	5,369	1059,975	945,269
53,820	4,432	6,163	6,543	5,367	1059,846	945,210
53,830	4,431	6,155	6,545	5,367	1059,993	945,199
53,840	4,440	6,138	6,541	5,368	1059,747	945,228
53,850	4,429	6,137	6,541	5,368	1059,737	945,226
53,860	4,434	6,142	6,541	5,368	1059,749	945,234
53,870	4,436	6,146	6,540	5,367	1059,713	945,190
53,880	4,430	6,159	6,541	5,369	1059,779	945,297
53,890	4,428	6,147	6,541	5,368	1059,747	945,265
53,900	4,430	6,150	6,542	5,367	1059,783	945,201
53,910	4,421	6,141	6,541	5,368	1059,765	945,237
53,920	4,430	6,150	6,541	5,369	1059,746	945,272
53,930	4,425	6,165	6,541	5,368	1059,776	945,226
53,940	4,427	6,160	6,542	5,368	1059,804	945,239
53,950	4,425	6,153	6,542	5,368	1059,785	945,231
53,960	4,430	6,143	6,542	5,368	1059,798	945,223
53,970	4,425	6,158	6,541	5,368	1059,764	945,239
53,980	4,432	6,149	6,541	5,368	1059,764	945,243
53,990	4,425	6,161	6,543	5,368	1059,843	945,236
54,000	4,429	6,146	6,542	5,368	1059,823	945,266
54,010	4,428	6,151	6,547	5,368	1060,064	945,213
54,020	4,435	6,156	6,546	5,368	1060,029	945,219
54,030	4,433	6,157	6,546	5,369	1060,024	945,273
54,040	4,430	6,140	6,547	5,369	1060,060	945,278
54,050	4,434	6,172	6,547	5,368	1060,086	945,238
54,060	4,433	6,151	6,546	5,369	1060,029	945,273
54,070	4,428	6,154	6,547	5,369	1060,059	945,295
54,080	4,433	6,142	6,546	5,368	1060,045	945,230
54,090	4,430	6,157	6,547	5,368	1060,080	945,251
54,100	4,429	6,136	6,546	5,368	1060,046	945,248
54,110	4,425	6,147	6,547	5,368	1060,063	945,223
54,120	4,424	6,153	6,542	5,368	1059,813	945,229
54,130	4,424	6,157	6,541	5,369	1059,758	945,277
54,140	4,428	6,139	6,542	5,368	1059,785	945,229
54,150	4,431	6,144	6,541	5,368	1059,739	945,217
54,160	4,429	6,141	6,541	5,368	1059,761	945,238
54,170	4,426	6,157	6,541	5,368	1059,732	945,250
54,180	4,423	6,138	6,541	5,368	1059,772	945,222
54,190	4,428	6,150	6,543	5,368	1059,856	945,226
54,200	4,423	6,147	6,546	5,368	1060,038	945,242
54,210	4,430	6,153	6,546	5,368	1060,030	945,253
54,220	4,425	6,155	6,546	5,367	1060,040	945,198
54,230	4,434	6,162	6,545	5,368	1059,963	945,240
54,240	4,435	6,146	6,542	5,368	1059,813	945,232
54,250	4,433	6,151	6,541	5,367	1059,758	945,212
54,260	4,430	6,153	6,546	5,366	1060,034	945,111
54,270	4,429	6,150	6,547	5,368	1060,097	945,250
54,280	4,430	6,149	6,547	5,368	1060,075	945,224
54,290	4,430	6,159	6,546	5,368	1060,034	945,248
54,300	4,433	6,151	6,542	5,367	1059,801	945,161
54,310	4,429	6,148	6,545	5,368	1059,950	945,222
54,320	4,429	6,145	6,542	5,368	1059,815	945,228
54,330	4,423	6,146	6,541	5,368	1059,730	945,257
54,340	4,427	6,142	6,540	5,368	1059,708	945,241
54,350	4,429	6,154	6,541	5,367	1059,768	945,208
54,360	4,425	6,144	6,542	5,368	1059,794	945,217
54,370	4,428	6,150	6,542	5,370	1059,791	945,323
54,380	4,426	6,151	6,541	5,367	1059,759	945,165
54,390	4,427	6,161	6,542	5,368	1059,825	945,258
54,400	4,430	6,152	6,541	5,368	1059,760	945,221
54,410	4,426	6,153	6,541	5,366	1059,781	945,138
54,420	4,427	6,143	6,541	5,368	1059,776	945,228
54,430	4,431	6,162	6,542	5,368	1059,824	945,257
54,440	4,426	6,138	6,542	5,368	1059,790	945,226
54,450	4,433	6,146	6,541	5,366	1059,779	945,113
54,460	4,430	6,139	6,541	5,368	1059,755	945,231
54,470	4,434	6,143	6,542	5,363	1059,801	944,976
54,480	4,434	6,138	6,542	5,369	1059,786	945,281
54,490	4,431	6,147	6,542	5,367	1059,804	945,160
54,500	4,433	6,151	6,541	5,367	1059,780	945,182
54,510	4,435	6,150	6,542	5,363	1059,829	944,970
54,520	4,431	6,151	6,541	5,368	1059,768	945,221
54,530	4,425	6,152	6,542	5,364	1059,787	945,045
54,540	4,425	6,153	6,542	5,367	1059,812	945,179
54,550	4,426	6,145	6,542	5,363	1059,808	944,970
54,560	4,427	6,147	6,542	5,368	1059,797	945,222
54,570	4,426	6,162	6,541	5,364	1059,750	945,026
54,580	4,429	6,153	6,541	5,365	1059,734	945,052
54,590	4,423	6,148	6,541	5,363	1059,741	944,953
54,600	4,429	6,149	6,541	5,368	1059,763	945,227
54,610	4,432	6,162	6,541	5,363	1059,778	944,980
54,620	4,427	6,151	6,541	5,364	1059,751	945,013
54,630	4,430	6,143	6,541	5,363	1059,765	944,982
54,640	4,428	6,139	6,541	5,364	1059,777	945,045
54,650	4,428	6,164	6,542	5,363	1059,835	944,966
54,660	4,429	6,145	6,542	5,365	1059,818	945,082
54,670	4,430	6,152	6,542	5,363	1059,789	944,977
54,680	4,428	6,152	6,542	5,362	1059,815	944,932
54,690	4,434	6,154	6,537	5,366	1059,527	945,105
54,700	4,431	6,146	6,538	5,362	1059,592	944,886
54,710	4,431	6,152	6,538	5,364	1059,594	945,011
54,720	4,432	6,145	6,536	5,363	1059,507	944,970
54,730	4,431	6,141	6,537	5,365	1059,550	945,079
54,740	4,426	6,139	6,539	5,363	1059,632	944,952
54,750	4,425	6,146	6,538	5,366	1059,617	945,137
54,760	4,425	6,140	6,541	5,363	1059,755	944,940
54,770	4,428	6,159	6,541	5,367	1059,773	945,185
54,780	4,424	6,130	6,541	5,363	1059,756	944,973
54,790	4,432	6,165	6,541	5,364	1059,754	945,037
54,800	4,425	6,152	6,541	5,363	1059,773	944,983
54,810	4,429	6,151	6,542	5,367	1059,792	945,190
54,820	4,425	6,143	6,541	5,363	1059,768	944,947
54,830	4,428	6,144	6,541	5,364	1059,781	945,042
54,840	4,431	6,137	6,542	5,364	1059,812	945,016
54,850	4,427	6,155	6,541	5,365	1059,779	945,079
54,860	4,432	6,152	6,541	5,363	1059,760	944,991
54,870	4,426	6,146	6,542	5,366	1059,788	945,113
54,880	4,425	6,148	6,541	5,362	1059,758	944,936
54,890	4,430	6,158	6,541	5,362	1059,735	944,926
54,900	4,430	6,147	6,541	5,363	1059,742	944,977
54,910	4,429	6,158	6,541	5,363	1059,750	944,951
54,920	4,435	6,155	6,541	5,364	1059,756	944,995
54,930	4,429	6,157	6,541	5,363	1059,734	944,944
54,940	4,431	6,142	6,541	5,362	1059,739	944,934
54,950	4,431	6,158	6,541	5,364	1059,780	945,002
54,960	4,424	6,145	6,542	5,362	1059,783	944,907
54,970	4,426	6,155	6,541	5,363	1059,735	944,962
54,980	4,426	6,149	6,540	5,365	1059,726	945,089
54,990	4,427	6,145	6,541	5,363	1059,735	944,983
55,000	4,427	6,147	6,541	5,366	1059,778	945,119
55,010	4,430	6,153	6,542	5,364	1059,792	945,002
