t[s]	U[V]	I[A]	Piro1[mA]	Piro2[mA]	Piro1[C]	Piro2[C]
4,740	4,441	7,373	7,876	6,548	1133,193	1010,137
4,750	4,437	7,357	7,875	6,548	1133,128	1010,162
4,760	4,429	7,368	7,870	6,546	1132,874	1010,014
4,770	4,425	7,354	7,866	6,540	1132,633	1009,719
4,780	4,417	7,369	7,865	6,537	1132,548	1009,556
4,790	4,412	7,376	7,861	6,535	1132,337	1009,444
4,800	4,406	7,369	7,859	6,534	1132,227	1009,357
4,810	4,401	7,359	7,856	6,532	1132,078	1009,266
4,820	4,398	7,351	7,852	6,532	1131,835	1009,273
4,830	4,400	7,358	7,849	6,530	1131,669	1009,169
4,840	4,403	7,358	7,849	6,532	1131,682	1009,245
4,850	4,402	7,353	7,847	6,529	1131,601	1009,087
4,860	4,408	7,364	7,848	6,530	1131,664	1009,177
4,870	4,412	7,356	7,846	6,529	1131,528	1009,072
4,880	4,417	7,352	7,843	6,530	1131,377	1009,176
4,890	4,424	7,349	7,839	6,527	1131,154	1009,012
4,900	4,428	7,351	7,833	6,528	1130,822	1009,043
4,910	4,436	7,345	7,833	6,527	1130,814	1009,007
4,920	4,433	7,342	7,829	6,529	1130,608	1009,109
4,930	4,437	7,350	7,828	6,526	1130,520	1008,935
4,940	4,436	7,340	7,823	6,530	1130,248	1009,169
4,950	4,437	7,343	7,820	6,527	1130,124	1008,974
4,960	4,439	7,341	7,817	6,527	1129,922	1008,983
4,970	4,428	7,336	7,817	6,523	1129,942	1008,776
4,980	4,428	7,350	7,813	6,524	1129,736	1008,820
4,990	4,427	7,351	7,812	6,522	1129,649	1008,696
5,000	4,421	7,329	7,811	6,520	1129,630	1008,623
5,010	4,415	7,328	7,811	6,519	1129,632	1008,555
5,020	4,410	7,341	7,812	6,521	1129,662	1008,641
5,030	4,404	7,341	7,812	6,517	1129,654	1008,444
5,040	4,395	7,333	7,812	6,517	1129,642	1008,422
5,050	4,400	7,324	7,811	6,516	1129,631	1008,361
5,060	4,399	7,314	7,812	6,514	1129,648	1008,243
5,070	4,401	7,330	7,809	6,513	1129,481	1008,201
5,080	4,406	7,327	7,804	6,513	1129,224	1008,221
5,090	4,416	7,334	7,798	6,514	1128,868	1008,269
5,100	4,417	7,326	7,795	6,511	1128,747	1008,119
5,110	4,425	7,328	7,791	6,511	1128,509	1008,120
5,120	4,428	7,315	7,789	6,509	1128,414	1007,995
5,130	4,435	7,313	7,786	6,508	1128,224	1007,966
5,140	4,440	7,325	7,782	6,506	1128,017	1007,838
5,150	4,439	7,330	7,779	6,506	1127,850	1007,856
5,160	4,436	7,312	7,775	6,504	1127,631	1007,699
5,170	4,438	7,317	7,776	6,504	1127,677	1007,733
5,180	4,440	7,317	7,776	6,500	1127,660	1007,486
5,190	4,434	7,311	7,775	6,502	1127,604	1007,621
5,200	4,430	7,316	7,770	6,499	1127,347	1007,461
5,210	4,424	7,320	7,769	6,499	1127,297	1007,455
5,220	4,418	7,321	7,766	6,499	1127,105	1007,437
5,230	4,411	7,317	7,764	6,499	1127,032	1007,444
5,240	4,405	7,314	7,760	6,496	1126,807	1007,258
5,250	4,397	7,311	7,758	6,497	1126,693	1007,340
5,260	4,400	7,300	7,754	6,493	1126,492	1007,105
5,270	4,398	7,313	7,755	6,493	1126,520	1007,142
5,280	4,405	7,304	7,749	6,493	1126,176	1007,141
5,290	4,405	7,310	7,750	6,494	1126,227	1007,168
5,300	4,409	7,307	7,747	6,490	1126,059	1006,965
5,310	4,421	7,314	7,744	6,491	1125,925	1007,000
5,320	4,422	7,312	7,740	6,491	1125,694	1006,982
5,330	4,426	7,308	7,739	6,489	1125,666	1006,911
5,340	4,433	7,301	7,739	6,488	1125,641	1006,838
5,350	4,433	7,301	7,739	6,488	1125,647	1006,827
5,360	4,440	7,290	7,739	6,487	1125,644	1006,793
5,370	4,439	7,304	7,739	6,487	1125,658	1006,758
5,380	4,436	7,295	7,737	6,486	1125,556	1006,713
5,390	4,440	7,290	7,735	6,484	1125,417	1006,605
5,400	4,437	7,285	7,733	6,486	1125,311	1006,732
5,410	4,430	7,288	7,732	6,481	1125,280	1006,470
5,420	4,427	7,295	7,726	6,482	1124,926	1006,524
5,430	4,420	7,292	7,722	6,479	1124,707	1006,372
5,440	4,412	7,285	7,719	6,480	1124,535	1006,397
5,450	4,406	7,297	7,717	6,476	1124,438	1006,166
5,460	4,401	7,295	7,713	6,479	1124,230	1006,323
5,470	4,398	7,298	7,714	6,476	1124,250	1006,207
5,480	4,398	7,292	7,709	6,475	1124,000	1006,123
5,490	4,401	7,294	7,708	6,472	1123,928	1005,977
5,500	4,405	7,285	7,705	6,474	1123,765	1006,078
5,510	4,409	7,289	7,702	6,474	1123,621	1006,075
5,520	4,412	7,276	7,702	6,474	1123,633	1006,062
5,530	4,416	7,286	7,700	6,471	1123,503	1005,916
5,540	4,429	7,286	7,697	6,473	1123,317	1005,989
5,550	4,428	7,287	7,697	6,470	1123,331	1005,829
5,560	4,435	7,286	7,697	6,471	1123,330	1005,882
5,570	4,436	7,272	7,695	6,466	1123,204	1005,645
5,580	4,442	7,282	7,692	6,467	1123,048	1005,709
5,590	4,443	7,280	7,691	6,467	1122,978	1005,671
5,600	4,440	7,285	7,687	6,465	1122,772	1005,598
5,610	4,435	7,271	7,686	6,462	1122,715	1005,433
5,620	4,432	7,283	7,682	6,462	1122,517	1005,420
5,630	4,429	7,274	7,681	6,460	1122,478	1005,277
5,640	4,422	7,264	7,679	6,459	1122,334	1005,237
5,650	4,421	7,263	7,673	6,459	1122,008	1005,268
5,660	4,414	7,265	7,671	6,457	1121,920	1005,122
5,670	4,406	7,258	7,670	6,456	1121,866	1005,105
5,680	4,402	7,259	7,667	6,457	1121,672	1005,118
5,690	4,393	7,263	7,666	6,456	1121,641	1005,089
5,700	4,394	7,283	7,666	6,452	1121,650	1004,876
5,710	4,399	7,272	7,667	6,456	1121,674	1005,055
5,720	4,404	7,261	7,667	6,453	1121,661	1004,919
5,730	4,411	7,261	7,666	6,455	1121,634	1005,007
5,740	4,413	7,249	7,663	6,449	1121,472	1004,709
5,750	4,423	7,248	7,661	6,453	1121,352	1004,920
5,760	4,427	7,263	7,661	6,446	1121,363	1004,551
5,770	4,436	7,257	7,661	6,448	1121,366	1004,629
5,780	4,440	7,252	7,658	6,447	1121,195	1004,609
5,790	4,440	7,248	7,656	6,450	1121,091	1004,751
5,800	4,441	7,266	7,654	6,444	1120,967	1004,438
5,810	4,441	7,257	7,651	6,445	1120,812	1004,455
5,820	4,439	7,245	7,647	6,444	1120,568	1004,420
5,830	4,440	7,246	7,646	6,444	1120,533	1004,405
5,840	4,429	7,255	7,644	6,443	1120,419	1004,348
5,850	4,427	7,248	7,641	6,443	1120,237	1004,338
5,860	4,421	7,254	7,640	6,440	1120,205	1004,187
5,870	4,420	7,244	7,640	6,443	1120,185	1004,391
5,880	4,411	7,258	7,634	6,439	1119,874	1004,144
5,890	4,405	7,246	7,633	6,439	1119,806	1004,163
5,900	4,402	7,247	7,631	6,437	1119,682	1004,049
5,910	4,395	7,240	7,631	6,435	1119,706	1003,931
5,920	4,397	7,238	7,630	6,436	1119,669	1003,999
5,930	4,402	7,236	7,630	6,434	1119,673	1003,885
5,940	4,408	7,243	7,627	6,433	1119,462	1003,840
5,950	4,417	7,238	7,624	6,431	1119,329	1003,732
5,960	4,418	7,226	7,625	6,431	1119,359	1003,682
5,970	4,422	7,236	7,624	6,431	1119,337	1003,730
5,980	4,427	7,230	7,622	6,431	1119,186	1003,713
5,990	4,433	7,230	7,619	6,429	1119,064	1003,581
6,000	4,438	7,235	7,619	6,431	1119,057	1003,699
6,010	4,443	7,232	7,614	6,426	1118,781	1003,429
6,020	4,445	7,232	7,612	6,428	1118,655	1003,566
6,030	4,442	7,230	7,609	6,425	1118,522	1003,349
6,040	4,440	7,236	7,607	6,427	1118,362	1003,477
6,050	4,433	7,230	7,602	6,421	1118,136	1003,157
6,060	4,434	7,220	7,603	6,423	1118,169	1003,243
6,070	4,424	7,228	7,603	6,419	1118,152	1003,048
6,080	4,420	7,219	7,599	6,421	1117,956	1003,137
6,090	4,413	7,224	7,599	6,419	1117,953	1003,041
6,100	4,410	7,230	7,597	6,418	1117,828	1003,003
6,110	4,403	7,225	7,594	6,417	1117,661	1002,933
6,120	4,402	7,219	7,594	6,416	1117,653	1002,877
6,130	4,401	7,205	7,595	6,415	1117,713	1002,813
6,140	4,398	7,200	7,593	6,414	1117,632	1002,746
6,150	4,402	7,207	7,591	6,412	1117,501	1002,655
6,160	4,408	7,210	7,591	6,410	1117,527	1002,552
6,170	4,414	7,214	7,592	6,410	1117,548	1002,538
6,180	4,415	7,215	7,590	6,411	1117,425	1002,621
6,190	4,425	7,218	7,588	6,410	1117,348	1002,576
6,200	4,431	7,215	7,589	6,408	1117,370	1002,415
6,210	4,434	7,225	7,588	6,410	1117,341	1002,549
6,220	4,441	7,213	7,585	6,406	1117,201	1002,310
6,230	4,437	7,223	7,583	6,406	1117,082	1002,356
6,240	4,445	7,211	7,581	6,406	1116,930	1002,318
6,250	4,441	7,205	7,578	6,407	1116,800	1002,371
6,260	4,439	7,206	7,572	6,404	1116,467	1002,219
6,270	4,435	7,204	7,568	6,404	1116,215	1002,210
6,280	4,428	7,214	7,567	6,405	1116,167	1002,253
6,290	4,420	7,208	7,568	6,405	1116,217	1002,273
6,300	4,420	7,210	7,561	6,402	1115,862	1002,098
6,310	4,413	7,216	7,562	6,405	1115,913	1002,252
6,320	4,405	7,207	7,563	6,399	1115,981	1001,963
6,330	4,403	7,208	7,559	6,401	1115,732	1002,031
6,340	4,398	7,198	7,557	6,399	1115,609	1001,955
6,350	4,396	7,189	7,557	6,398	1115,621	1001,900
6,360	4,400	7,198	7,557	6,395	1115,635	1001,744
6,370	4,407	7,194	7,557	6,396	1115,651	1001,769
6,380	4,411	7,202	7,552	6,395	1115,383	1001,730
6,390	4,415	7,184	7,552	6,395	1115,333	1001,721
6,400	4,425	7,187	7,552	6,393	1115,352	1001,624
6,410	4,429	7,202	7,552	6,393	1115,380	1001,613
6,420	4,436	7,196	7,553	6,394	1115,412	1001,645
6,430	4,436	7,193	7,546	6,392	1115,048	1001,580
6,440	4,438	7,194	7,545	6,391	1114,967	1001,521
6,450	4,438	7,207	7,541	6,391	1114,753	1001,515
6,460	4,441	7,182	7,542	6,393	1114,802	1001,596
6,470	4,440	7,197	7,541	6,389	1114,781	1001,420
6,480	4,433	7,188	7,542	6,387	1114,806	1001,283
6,490	4,431	7,189	7,539	6,385	1114,650	1001,183
6,500	4,424	7,181	7,534	6,387	1114,359	1001,282
6,510	4,423	7,195	7,531	6,386	1114,231	1001,238
6,520	4,418	7,187	7,530	6,386	1114,153	1001,239
6,530	4,414	7,186	7,531	6,382	1114,191	1001,018
6,540	4,403	7,193	7,528	6,384	1114,057	1001,095
6,550	4,398	7,198	7,526	6,380	1113,949	1000,915
6,560	4,398	7,183	7,525	6,382	1113,855	1001,025
6,570	4,401	7,181	7,521	6,380	1113,662	1000,893
6,580	4,402	7,189	7,521	6,381	1113,651	1000,950
6,590	4,410	7,189	7,521	6,378	1113,675	1000,783
6,600	4,415	7,180	7,521	6,379	1113,649	1000,846
6,610	4,420	7,170	7,521	6,376	1113,646	1000,699
6,620	4,421	7,166	7,520	6,377	1113,623	1000,756
6,630	4,431	7,179	7,520	6,375	1113,582	1000,609
6,640	4,432	7,176	7,516	6,377	1113,365	1000,711
6,650	4,436	7,171	7,516	6,374	1113,370	1000,595
6,660	4,441	7,153	7,515	6,373	1113,335	1000,501
6,670	4,439	7,168	7,517	6,373	1113,412	1000,521
6,680	4,438	7,147	7,515	6,372	1113,340	1000,486
6,690	4,441	7,161	7,515	6,373	1113,340	1000,491
6,700	4,439	7,160	7,516	6,371	1113,362	1000,409
6,710	4,434	7,168	7,516	6,370	1113,357	1000,368
6,720	4,423	7,172	7,515	6,370	1113,339	1000,355
6,730	4,420	7,172	7,516	6,370	1113,378	1000,326
6,740	4,413	7,175	7,515	6,368	1113,335	1000,246
6,750	4,405	7,174	7,512	6,369	1113,138	1000,291
6,760	4,400	7,172	7,511	6,367	1113,086	1000,183
6,770	4,403	7,169	7,505	6,367	1112,795	1000,199
6,780	4,400	7,165	7,504	6,362	1112,695	999,920
6,790	4,399	7,179	7,499	6,364	1112,439	1000,013
6,800	4,405	7,160	7,495	6,362	1112,238	999,934
6,810	4,407	7,165	7,495	6,363	1112,242	999,961
6,820	4,413	7,149	7,495	6,362	1112,199	999,898
6,830	4,422	7,157	7,491	6,360	1112,020	999,827
6,840	4,425	7,165	7,490	6,358	1111,937	999,673
6,850	4,436	7,155	7,485	6,360	1111,699	999,826
6,860	4,437	7,156	7,485	6,358	1111,659	999,699
6,870	4,440	7,156	7,485	6,358	1111,678	999,704
6,880	4,438	7,146	7,484	6,358	1111,640	999,671
6,890	4,444	7,152	7,484	6,359	1111,594	999,746
6,900	4,442	7,162	7,485	6,355	1111,666	999,544
6,910	4,437	7,148	7,482	6,358	1111,517	999,680
6,920	4,431	7,136	7,482	6,356	1111,496	999,562
6,930	4,430	7,155	7,482	6,354	1111,507	999,448
6,940	4,421	7,150	7,481	6,351	1111,463	999,282
6,950	4,420	7,135	7,481	6,353	1111,428	999,430
6,960	4,416	7,140	7,477	6,352	1111,256	999,337
6,970	4,405	7,143	7,475	6,352	1111,108	999,339
6,980	4,404	7,140	7,474	6,350	1111,091	999,238
6,990	4,400	7,141	7,475	6,349	1111,129	999,174
7,000	4,398	7,142	7,475	6,349	1111,112	999,201
7,010	4,402	7,148	7,471	6,349	1110,913	999,219
7,020	4,402	7,137	7,469	6,349	1110,816	999,189
7,030	4,415	7,138	7,469	6,347	1110,811	999,062
7,040	4,414	7,140	7,470	6,346	1110,826	999,051
7,050	4,420	7,141	7,468	6,346	1110,749	999,021
7,060	4,430	7,135	7,464	6,347	1110,524	999,086
7,070	4,433	7,139	7,463	6,345	1110,479	998,975
7,080	4,440	7,128	7,459	6,344	1110,219	998,930
7,090	4,443	7,129	7,459	6,344	1110,220	998,917
7,100	4,441	7,118	7,459	6,343	1110,234	998,861
7,110	4,442	7,129	7,454	6,340	1109,957	998,713
7,120	4,442	7,108	7,452	6,344	1109,873	998,939
7,130	4,430	7,126	7,453	6,340	1109,889	998,726
7,140	4,431	7,125	7,449	6,340	1109,714	998,701
7,150	4,425	7,122	7,448	6,337	1109,644	998,553
7,160	4,423	7,118	7,449	6,339	1109,705	998,646
7,170	4,417	7,119	7,448	6,338	1109,648	998,610
7,180	4,411	7,122	7,448	6,339	1109,618	998,633
7,190	4,403	7,119	7,448	6,335	1109,636	998,430
7,200	4,396	7,117	7,442	6,337	1109,325	998,530
7,210	4,395	7,112	7,443	6,335	1109,353	998,441
7,220	4,405	7,114	7,447	6,334	1109,605	998,366
7,230	4,404	7,137	7,448	6,332	1109,652	998,235
7,240	4,409	7,123	7,448	6,333	1109,667	998,291
7,250	4,413	7,118	7,448	6,330	1109,654	998,141
7,260	4,420	7,128	7,448	6,331	1109,648	998,222
7,270	4,422	7,124	7,446	6,329	1109,516	998,119
7,280	4,429	7,098	7,443	6,328	1109,373	998,017
7,290	4,440	7,102	7,441	6,327	1109,252	997,986
7,300	4,437	7,112	7,437	6,326	1109,036	997,950
7,310	4,440	7,112	7,437	6,328	1109,040	998,026
7,320	4,441	7,105	7,438	6,325	1109,105	997,878
7,330	4,443	7,108	7,432	6,325	1108,771	997,861
7,340	4,437	7,107	7,432	6,323	1108,762	997,766
7,350	4,437	7,116	7,429	6,323	1108,581	997,788
7,360	4,435	7,108	7,427	6,319	1108,478	997,535
7,370	4,428	7,108	7,426	6,321	1108,424	997,655
7,380	4,421	7,095	7,422	6,318	1108,202	997,496
7,390	4,413	7,103	7,422	6,318	1108,196	997,498
7,400	4,408	7,102	7,417	6,316	1107,958	997,355
7,410	4,401	7,102	7,417	6,317	1107,911	997,426
7,420	4,402	7,100	7,417	6,313	1107,917	997,236
7,430	4,401	7,093	7,414	6,313	1107,794	997,241
7,440	4,405	7,097	7,413	6,310	1107,703	997,057
7,450	4,409	7,098	7,412	6,311	1107,675	997,110
7,460	4,410	7,104	7,413	6,307	1107,691	996,893
7,470	4,418	7,098	7,412	6,310	1107,657	997,032
7,480	4,420	7,102	7,409	6,307	1107,496	996,860
7,490	4,429	7,093	7,407	6,305	1107,388	996,791
7,500	4,435	7,099	7,407	6,302	1107,403	996,635
7,510	4,438	7,104	7,407	6,304	1107,361	996,740
7,520	4,441	7,095	7,411	6,303	1107,591	996,669
7,530	4,445	7,091	7,413	6,305	1107,703	996,749
7,540	4,446	7,077	7,407	6,302	1107,361	996,613
7,550	4,439	7,086	7,406	6,302	1107,357	996,634
7,560	4,433	7,089	7,404	6,301	1107,227	996,540
7,570	4,432	7,088	7,402	6,300	1107,091	996,496
7,580	4,429	7,097	7,403	6,299	1107,148	996,425
7,590	4,421	7,094	7,402	6,298	1107,097	996,380
7,600	4,417	7,088	7,402	6,299	1107,114	996,419
7,610	4,413	7,083	7,402	6,296	1107,092	996,274
7,620	4,406	7,080	7,401	6,297	1107,082	996,346
7,630	4,404	7,066	7,398	6,296	1106,893	996,292
7,640	4,402	7,077	7,396	6,295	1106,769	996,222
7,650	4,395	7,083	7,397	6,292	1106,808	996,034
7,660	4,404	7,090	7,397	6,295	1106,810	996,211
7,670	4,410	7,076	7,394	6,290	1106,647	995,972
7,680	4,407	7,081	7,391	6,290	1106,482	995,973
7,690	4,420	7,077	7,391	6,290	1106,479	995,960
7,700	4,425	7,082	7,391	6,289	1106,494	995,897
7,710	4,431	7,064	7,391	6,286	1106,504	995,719
7,720	4,437	7,081	7,388	6,289	1106,358	995,921
7,730	4,439	7,070	7,389	6,287	1106,384	995,774
7,740	4,445	7,065	7,387	6,287	1106,264	995,775
7,750	4,441	7,078	7,386	6,286	1106,212	995,725
7,760	4,443	7,066	7,380	6,285	1105,898	995,698
7,770	4,440	7,070	7,380	6,286	1105,905	995,730
7,780	4,432	7,072	7,380	6,285	1105,922	995,649
7,790	4,427	7,077	7,381	6,279	1105,954	995,351
7,800	4,427	7,086	7,379	6,282	1105,840	995,490
7,810	4,424	7,084	7,375	6,281	1105,626	995,479
7,820	4,413	7,075	7,375	6,281	1105,648	995,446
7,830	4,410	7,075	7,376	6,279	1105,699	995,345
7,840	4,400	7,060	7,376	6,281	1105,673	995,462
7,850	4,398	7,069	7,376	6,279	1105,682	995,339
7,860	4,399	7,079	7,376	6,278	1105,676	995,298
7,870	4,402	7,061	7,376	6,279	1105,656	995,355
7,880	4,404	7,060	7,375	6,276	1105,629	995,174
7,890	4,414	7,061	7,371	6,276	1105,379	995,164
7,900	4,415	7,059	7,371	6,277	1105,380	995,221
7,910	4,427	7,052	7,373	6,277	1105,530	995,212
7,920	4,422	7,061	7,375	6,273	1105,625	995,012
7,930	4,432	7,055	7,375	6,275	1105,619	995,110
7,940	4,440	7,049	7,375	6,273	1105,648	995,037
7,950	4,443	7,060	7,376	6,273	1105,653	994,995
7,960	4,440	7,055	7,376	6,270	1105,657	994,829
7,970	4,444	7,051	7,375	6,271	1105,645	994,896
7,980	4,443	7,049	7,376	6,270	1105,672	994,858
7,990	4,439	7,045	7,372	6,269	1105,468	994,784
8,000	4,432	7,048	7,370	6,268	1105,343	994,723
8,010	4,433	7,053	7,375	6,269	1105,610	994,781
8,020	4,426	7,049	7,376	6,268	1105,667	994,736
8,030	4,416	7,051	7,375	6,267	1105,646	994,690
8,040	4,414	7,059	7,375	6,267	1105,652	994,701
8,050	4,405	7,040	7,375	6,267	1105,613	994,660
8,060	4,405	7,047	7,374	6,262	1105,563	994,385
8,070	4,400	7,038	7,370	6,263	1105,367	994,484
8,080	4,400	7,029	7,370	6,262	1105,326	994,395
8,090	4,403	7,038	7,370	6,263	1105,342	994,472
8,100	4,411	7,040	7,370	6,261	1105,355	994,346
8,110	4,415	7,038	7,370	6,260	1105,368	994,291
8,120	4,412	7,034	7,367	6,258	1105,184	994,208
8,130	4,424	7,053	7,366	6,258	1105,124	994,204
8,140	4,430	7,039	7,365	6,257	1105,064	994,146
8,150	4,437	7,045	7,366	6,256	1105,105	994,069
8,160	4,440	7,037	7,365	6,259	1105,090	994,226
8,170	4,441	7,033	7,364	6,255	1105,005	994,049
8,180	4,443	7,029	7,361	6,258	1104,843	994,201
8,190	4,442	7,032	7,361	6,255	1104,856	994,041
8,200	4,444	7,022	7,360	6,255	1104,825	994,042
8,210	4,437	7,044	7,360	6,256	1104,810	994,089
8,220	4,432	7,040	7,360	6,256	1104,794	994,077
8,230	4,429	7,033	7,358	6,254	1104,694	993,977
8,240	4,423	7,031	7,352	6,253	1104,356	993,927
8,250	4,413	7,032	7,350	6,254	1104,228	993,979
8,260	4,408	7,030	7,349	6,255	1104,204	994,030
8,270	4,408	7,041	7,345	6,250	1103,993	993,767
8,280	4,402	7,027	7,344	6,252	1103,922	993,885
8,290	4,399	7,042	7,344	6,251	1103,920	993,783
8,300	4,403	7,034	7,345	6,249	1103,970	993,678
8,310	4,404	7,027	7,344	6,247	1103,908	993,580
8,320	4,404	7,020	7,342	6,250	1103,808	993,731
8,330	4,415	7,026	7,339	6,246	1103,658	993,523
8,340	4,417	7,013	7,339	6,249	1103,649	993,692
8,350	4,427	7,021	7,339	6,247	1103,642	993,561
8,360	4,435	7,020	7,339	6,244	1103,669	993,428
8,370	4,436	7,022	7,339	6,247	1103,665	993,584
8,380	4,439	7,011	7,339	6,243	1103,671	993,338
8,390	4,442	7,023	7,339	6,240	1103,627	993,202
8,400	4,445	7,020	7,339	6,242	1103,667	993,323
8,410	4,441	7,024	7,339	6,243	1103,645	993,352
8,420	4,438	7,010	7,339	6,242	1103,645	993,315
8,430	4,434	7,006	7,338	6,241	1103,608	993,230
8,440	4,434	7,002	7,339	6,238	1103,636	993,081
8,450	4,424	7,017	7,338	6,241	1103,606	993,269
8,460	4,414	7,002	7,339	6,239	1103,644	993,130
8,470	4,417	7,010	7,334	6,240	1103,380	993,185
8,480	4,408	7,015	7,333	6,236	1103,306	993,002
8,490	4,403	7,018	7,334	6,238	1103,343	993,069
8,500	4,401	7,001	7,334	6,237	1103,347	993,011
8,510	4,400	7,001	7,332	6,236	1103,281	992,954
8,520	4,402	7,013	7,333	6,234	1103,304	992,856
8,530	4,405	7,017	7,330	6,234	1103,135	992,888
8,540	4,413	7,011	7,328	6,234	1103,054	992,850
8,550	4,417	7,008	7,329	6,234	1103,077	992,863
8,560	4,422	7,002	7,329	6,231	1103,110	992,700
8,570	4,427	7,013	7,328	6,234	1103,043	992,878
8,580	4,434	7,019	7,328	6,233	1103,064	992,818
8,590	4,438	7,010	7,328	6,231	1103,061	992,707
8,600	4,434	7,000	7,328	6,230	1103,067	992,645
8,610	4,444	7,002	7,324	6,232	1102,830	992,766
8,620	4,440	6,996	7,324	6,229	1102,794	992,590
8,630	4,441	6,995	7,327	6,229	1102,962	992,593
8,640	4,443	7,010	7,328	6,229	1103,015	992,582
8,650	4,434	7,007	7,326	6,226	1102,930	992,449
8,660	4,428	6,993	7,322	6,227	1102,723	992,499
8,670	4,427	6,991	7,322	6,225	1102,722	992,362
8,680	4,420	6,991	7,322	6,227	1102,698	992,465
8,690	4,410	6,996	7,321	6,226	1102,682	992,428
8,700	4,405	6,981	7,321	6,225	1102,662	992,395
8,710	4,407	6,989	7,322	6,223	1102,692	992,277
8,720	4,405	6,983	7,319	6,223	1102,565	992,277
8,730	4,401	6,993	7,323	6,222	1102,757	992,218
8,740	4,407	6,976	7,318	6,223	1102,495	992,264
8,750	4,409	6,982	7,318	6,221	1102,517	992,172
8,760	4,411	6,978	7,317	6,221	1102,449	992,163
8,770	4,418	6,987	7,317	6,221	1102,455	992,131
8,780	4,426	6,978	7,314	6,221	1102,257	992,181
8,790	4,431	6,983	7,313	6,219	1102,202	992,027
8,800	4,437	6,981	7,312	6,219	1102,158	992,034
8,810	4,440	6,982	7,312	6,217	1102,166	991,959
8,820	4,445	6,992	7,312	6,220	1102,147	992,096
8,830	4,443	6,989	7,306	6,214	1101,843	991,747
8,840	4,446	6,987	7,306	6,216	1101,805	991,853
8,850	4,439	6,981	7,306	6,213	1101,836	991,725
8,860	4,436	6,983	7,306	6,217	1101,841	991,913
8,870	4,437	6,988	7,306	6,215	1101,841	991,818
8,880	4,424	6,982	7,306	6,214	1101,844	991,746
8,890	4,425	6,981	7,307	6,212	1101,884	991,671
8,900	4,416	6,981	7,306	6,211	1101,850	991,585
8,910	4,406	6,985	7,306	6,211	1101,846	991,583
8,920	4,402	6,964	7,306	6,211	1101,853	991,620
8,930	4,402	6,969	7,303	6,210	1101,641	991,574
8,940	4,402	6,969	7,301	6,210	1101,563	991,537
8,950	4,402	6,981	7,302	6,210	1101,625	991,530
8,960	4,404	6,965	7,302	6,210	1101,626	991,524
8,970	4,410	6,964	7,302	6,210	1101,616	991,526
8,980	4,413	6,975	7,302	6,209	1101,596	991,517
8,990	4,422	6,959	7,302	6,211	1101,622	991,584
9,000	4,430	6,965	7,301	6,208	1101,575	991,466
9,010	4,435	6,972	7,301	6,208	1101,567	991,435
9,020	4,438	6,979	7,301	6,209	1101,560	991,488
9,030	4,440	6,960	7,301	6,205	1101,566	991,283
9,040	4,442	6,958	7,301	6,203	1101,579	991,150
9,050	4,443	6,968	7,302	6,205	1101,601	991,273
9,060	4,441	6,960	7,302	6,202	1101,600	991,099
9,070	4,435	6,968	7,299	6,202	1101,452	991,134
9,080	4,437	6,959	7,302	6,200	1101,585	990,996
9,090	4,434	6,962	7,298	6,202	1101,403	991,085
9,100	4,426	6,969	7,299	6,200	1101,469	990,980
9,110	4,419	6,975	7,301	6,200	1101,567	991,014
9,120	4,413	6,958	7,299	6,197	1101,465	990,861
9,130	4,407	6,963	7,296	6,197	1101,292	990,856
9,140	4,400	6,968	7,296	6,197	1101,259	990,856
9,150	4,400	6,956	7,296	6,197	1101,278	990,845
9,160	4,398	6,961	7,295	6,195	1101,234	990,747
9,170	4,405	6,955	7,297	6,196	1101,340	990,799
9,180	4,410	6,950	7,297	6,197	1101,351	990,849
9,190	4,412	6,970	7,296	6,194	1101,275	990,665
9,200	4,420	6,954	7,295	6,194	1101,232	990,688
9,210	4,420	6,957	7,294	6,195	1101,195	990,752
9,220	4,429	6,946	7,291	6,195	1100,993	990,712
9,230	4,438	6,955	7,291	6,190	1101,018	990,462
9,240	4,441	6,946	7,291	6,193	1101,031	990,641
9,250	4,440	6,947	7,291	6,190	1101,001	990,471
9,260	4,440	6,945	7,291	6,190	1100,980	990,433
9,270	4,440	6,948	7,291	6,186	1100,987	990,227
9,280	4,443	6,953	7,290	6,190	1100,946	990,463
9,290	4,440	6,938	7,291	6,187	1101,011	990,286
9,300	4,441	6,946	7,289	6,186	1100,916	990,243
9,310	4,430	6,950	7,288	6,186	1100,844	990,230
9,320	4,425	6,941	7,291	6,185	1101,010	990,159
9,330	4,414	6,955	7,287	6,184	1100,759	990,139
9,340	4,410	6,931	7,286	6,185	1100,710	990,185
9,350	4,402	6,934	7,285	6,184	1100,683	990,116
9,360	4,401	6,935	7,285	6,185	1100,696	990,158
9,370	4,401	6,947	7,280	6,181	1100,388	989,945
9,380	4,402	6,931	7,279	6,183	1100,359	990,038
9,390	4,403	6,941	7,280	6,182	1100,376	990,029
